"ruuviMac","ruuviMovement","ruuviMovementDiff","ruuviBatt","ruuviRSSI","DevEUI","time_received","accelerationX","accelerationY","accelerationZ","measurementSequenceNumber","temperature","humidity","pressure","host","location"
"e4:f4:86:52:c5:84 ","29","23","2623","-63","d8:a0:1d:65:7e:18 ","24.6.2020 13.34.46 +03:00","872","292","-440","15025","35,45","38,28","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:45:ba:9d:c9:42 ","94","5","2431","-78","d8:a0:1d:65:7e:18 ","24.6.2020 13.34.45 +03:00","0","904","-404","4873","35,51","37,81","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"f8:c6:12:37:f4:3d ","124","13","3205","-57","d8:a0:1d:65:7e:18 ","24.6.2020 13.34.41 +03:00","608","-748","-392","17991","34,84","39,68","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ed:e3:d2:a0:99:aa ","152","0","2575","-62","d8:a0:1d:65:7e:18 ","24.6.2020 13.34.39 +03:00","-424","-928","-136","14756","34","38,58","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:cf:0b:be:0c:6d ","193","1","2521","-72","d8:a0:1d:65:7e:18 ","24.6.2020 13.34.38 +03:00","572","-824","-332","14570","34,37","39,69","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:45:ba:9d:c9:42 ","89","0","2425","-77","d8:a0:1d:65:7e:18 ","24.6.2020 13.34.37 +03:00","8","896","-404","4865","35,51","37,81","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ca:95:7d:02:49:0f ","240","0","2899","-67","d8:a0:1d:65:7e:18 ","24.6.2020 13.34.35 +03:00","532","-816","-276","14047","36,28","37,49","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"c5:0c:b3:a5:72:f5 ","85","0","2461","-58","d8:a0:1d:65:7e:18 ","24.6.2020 13.34.33 +03:00","1044","76","-184","14322","34,76","40,33","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"f8:c6:12:37:f4:3d ","111","27","3205","-58","d8:a0:1d:65:7e:18 ","24.6.2020 13.34.30 +03:00","696","-760","-360","17984","34,83","39,74","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ed:e3:d2:a0:99:aa ","152","3","2581","-61","d8:a0:1d:65:7e:18 ","24.6.2020 13.34.28 +03:00","-432","-932","-132","14748","34,01","38,6","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e5:e7:6c:3f:db:cc ","98","0","2431","-70","d8:a0:1d:65:7e:18 ","24.6.2020 13.34.27 +03:00","720","-704","-168","14845","32,34","39,49","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ca:95:7d:02:49:0f ","240","0","2893","-63","d8:a0:1d:65:7e:18 ","24.6.2020 13.34.25 +03:00","532","-812","-256","14040","36,29","37,51","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"c5:0c:b3:a5:72:f5 ","85","0","2461","-62","d8:a0:1d:65:7e:18 ","24.6.2020 13.34.24 +03:00","1052","72","-188","14315","34,76","40,39","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e4:f4:86:52:c5:84 ","6","0","2623","-65","d8:a0:1d:65:7e:18 ","24.6.2020 13.34.20 +03:00","976","264","-212","15003","35,42","38,4","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:cf:0b:be:0c:6d ","192","0","2509","-67","d8:a0:1d:65:7e:18 ","24.6.2020 13.34.19 +03:00","584","-820","-332","14556","34,34","39,78","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:45:ba:9d:c9:42 ","89","0","2425","-81","d8:a0:1d:65:7e:18 ","24.6.2020 13.34.17 +03:00","8","900","-400","4849","35,53","37,79","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"c5:0c:b3:a5:72:f5 ","85","0","2455","-58","d8:a0:1d:65:7e:18 ","24.6.2020 13.34.16 +03:00","1048","76","-184","14308","34,76","40,43","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"f8:c6:12:37:f4:3d ","84","0","3199","-57","d8:a0:1d:65:7e:18 ","24.6.2020 13.34.12 +03:00","676","-764","-212","17970","34,81","39,72","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ed:e3:d2:a0:99:aa ","149","1","2569","-64","d8:a0:1d:65:7e:18 ","24.6.2020 13.34.11 +03:00","-428","-904","-240","14734","34,04","38,59","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e4:f4:86:52:c5:84 ","6","3","2623","-65","d8:a0:1d:65:7e:18 ","24.6.2020 13.34.09 +03:00","976","260","-212","14996","35,41","38,39","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:cf:0b:be:0c:6d ","192","6","2521","-65","d8:a0:1d:65:7e:18 ","24.6.2020 13.34.07 +03:00","560","-828","-352","14549","34,33","39,77","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ca:95:7d:02:49:0f ","240","0","2893","-71","d8:a0:1d:65:7e:18 ","24.6.2020 13.34.06 +03:00","532","-824","-272","14026","36,31","37,42","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ed:e3:d2:a0:99:aa ","148","0","2569","-61","d8:a0:1d:65:7e:18 ","24.6.2020 13.34.02 +03:00","-424","-908","-240","14728","34,06","38,56","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:cf:0b:be:0c:6d ","186","19","2509","-63","d8:a0:1d:65:7e:18 ","24.6.2020 13.34.01 +03:00","556","-776","-448","14542","34,32","39,76","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ca:95:7d:02:49:0f ","240","0","2887","-66","d8:a0:1d:65:7e:18 ","24.6.2020 13.33.59 +03:00","536","-808","-260","14019","36,33","37,37","1024","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"c5:0c:b3:a5:72:f5 ","85","0","2461","-58","d8:a0:1d:65:7e:18 ","24.6.2020 13.33.58 +03:00","1048","76","-188","14295","34,76","40,37","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"f8:c6:12:37:f4:3d ","84","0","3211","-57","d8:a0:1d:65:7e:18 ","24.6.2020 13.33.54 +03:00","680","-760","-212","17954","34,8","39,7","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ed:e3:d2:a0:99:aa ","148","0","2569","-56","d8:a0:1d:65:7e:18 ","24.6.2020 13.33.51 +03:00","-416","-916","-244","14719","34,08","38,53","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e5:e7:6c:3f:db:cc ","98","0","2431","-61","d8:a0:1d:65:7e:18 ","24.6.2020 13.33.50 +03:00","720","-720","-168","14816","32,37","39,41","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e4:f4:86:52:c5:84 ","3","24","2623","-64","d8:a0:1d:65:7e:18 ","24.6.2020 13.33.48 +03:00","844","216","-332","14980","35,39","38,36","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:45:ba:9d:c9:42 ","89","0","2425","-80","d8:a0:1d:65:7e:18 ","24.6.2020 13.33.47 +03:00","8","904","-400","4826","35,55","37,76","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"c5:0c:b3:a5:72:f5 ","85","0","2455","-58","d8:a0:1d:65:7e:18 ","24.6.2020 13.33.45 +03:00","1048","76","-188","14285","34,76","40,35","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"f8:c6:12:37:f4:3d ","84","0","3205","-58","d8:a0:1d:65:7e:18 ","24.6.2020 13.33.42 +03:00","680","-760","-208","17946","34,8","39,67","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ed:e3:d2:a0:99:aa ","148","0","2581","-67","d8:a0:1d:65:7e:18 ","24.6.2020 13.33.40 +03:00","-416","-900","-248","14710","34,11","38,5","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e4:f4:86:52:c5:84 ","234","25","2623","-64","d8:a0:1d:65:7e:18 ","24.6.2020 13.33.39 +03:00","852","252","-420","14971","35,38","38,33","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:cf:0b:be:0c:6d ","167","9","2515","-71","d8:a0:1d:65:7e:18 ","24.6.2020 13.33.37 +03:00","504","-724","-608","14525","34,29","39,66","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:45:ba:9d:c9:42 ","89","0","2425","-91","d8:a0:1d:65:7e:18 ","24.6.2020 13.33.36 +03:00","0","904","-408","4817","35,56","37,75","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ca:95:7d:02:49:0f ","240","0","2887","-71","d8:a0:1d:65:7e:18 ","24.6.2020 13.33.34 +03:00","540","-824","-268","14001","36,4","37,21","1024","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"f8:c6:12:37:f4:3d ","84","0","3205","-55","d8:a0:1d:65:7e:18 ","24.6.2020 13.33.31 +03:00","672","-764","-208","17936","34,8","39,61","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ed:e3:d2:a0:99:aa ","148","3","2569","-62","d8:a0:1d:65:7e:18 ","24.6.2020 13.33.29 +03:00","-428","-912","-200","14700","34,14","38,49","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e5:e7:6c:3f:db:cc ","98","0","2437","-65","d8:a0:1d:65:7e:18 ","24.6.2020 13.33.28 +03:00","720","-704","-160","14798","32,4","39,34","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e4:f4:86:52:c5:84 ","209","4","2623","-64","d8:a0:1d:65:7e:18 ","24.6.2020 13.33.26 +03:00","896","228","-492","14961","35,37","38,3","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:45:ba:9d:c9:42 ","89","0","2431","-78","d8:a0:1d:65:7e:18 ","24.6.2020 13.33.25 +03:00","-4","904","-404","4808","35,57","37,78","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ca:95:7d:02:49:0f ","240","0","2887","-67","d8:a0:1d:65:7e:18 ","24.6.2020 13.33.23 +03:00","528","-820","-268","13992","36,43","37,24","1024","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"c5:0c:b3:a5:72:f5 ","85","0","2461","-58","d8:a0:1d:65:7e:18 ","24.6.2020 13.33.22 +03:00","1048","76","-188","14267","34,77","40,29","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"f8:c6:12:37:f4:3d ","84","0","3211","-58","d8:a0:1d:65:7e:18 ","24.6.2020 13.33.18 +03:00","680","-768","-212","17929","34,81","39,61","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e4:f4:86:52:c5:84 ","205","9","2629","-75","d8:a0:1d:65:7e:18 ","24.6.2020 13.33.17 +03:00","972","264","-208","14954","35,37","38,29","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:cf:0b:be:0c:6d ","158","0","2515","-65","d8:a0:1d:65:7e:18 ","24.6.2020 13.33.15 +03:00","580","-820","-332","14508","34,28","39,67","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:45:ba:9d:c9:42 ","89","0","2425","-70","d8:a0:1d:65:7e:18 ","24.6.2020 13.33.14 +03:00","4","904","-400","4801","35,57","37,82","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ca:95:7d:02:49:0f ","240","0","2887","-71","d8:a0:1d:65:7e:18 ","24.6.2020 13.33.13 +03:00","528","-816","-272","13984","36,45","37,32","1024","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e5:e7:6c:3f:db:cc ","98","0","2437","-65","d8:a0:1d:65:7e:18 ","24.6.2020 13.33.09 +03:00","720","-716","-172","14781","32,42","39,39","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e4:f4:86:52:c5:84 ","196","35","2629","-62","d8:a0:1d:65:7e:18 ","24.6.2020 13.33.07 +03:00","964","248","-232","14945","35,37","38,29","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:cf:0b:be:0c:6d ","158","0","2521","-70","d8:a0:1d:65:7e:18 ","24.6.2020 13.33.06 +03:00","584","-820","-332","14499","34,28","39,63","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:45:ba:9d:c9:42 ","89","0","2431","-74","d8:a0:1d:65:7e:18 ","24.6.2020 13.33.04 +03:00","0","904","-400","4792","35,57","37,81","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ca:95:7d:02:49:0f ","240","0","2899","-66","d8:a0:1d:65:7e:18 ","24.6.2020 13.33.03 +03:00","528","-812","-268","13974","36,46","37,4","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"c5:0c:b3:a5:72:f5 ","85","0","2461","-57","d8:a0:1d:65:7e:18 ","24.6.2020 13.33.01 +03:00","1052","72","-180","14251","34,77","40,36","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ed:e3:d2:a0:99:aa ","145","17","2569","-63","d8:a0:1d:65:7e:18 ","24.6.2020 13.32.58 +03:00","-448","-872","-140","14677","34,19","38,59","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e5:e7:6c:3f:db:cc ","98","0","2437","-68","d8:a0:1d:65:7e:18 ","24.6.2020 13.32.56 +03:00","756","-712","-136","14775","32,43","39,4","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:cf:0b:be:0c:6d ","158","0","2521","-70","d8:a0:1d:65:7e:18 ","24.6.2020 13.32.55 +03:00","576","-816","-332","14492","34,28","39,62","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:45:ba:9d:c9:42 ","89","0","2425","-74","d8:a0:1d:65:7e:18 ","24.6.2020 13.32.53 +03:00","8","900","-404","4785","35,57","37,81","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e5:e7:6c:3f:db:cc ","98","0","2437","-65","d8:a0:1d:65:7e:18 ","24.6.2020 13.32.49 +03:00","716","-708","-172","14766","32,44","39,4","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e4:f4:86:52:c5:84 ","161","24","2629","-71","d8:a0:1d:65:7e:18 ","24.6.2020 13.32.48 +03:00","900","240","-380","14930","35,37","38,15","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:cf:0b:be:0c:6d ","158","0","2509","-72","d8:a0:1d:65:7e:18 ","24.6.2020 13.32.47 +03:00","588","-828","-332","14483","34,28","39,54","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:45:ba:9d:c9:42 ","89","0","2431","-74","d8:a0:1d:65:7e:18 ","24.6.2020 13.32.45 +03:00","0","900","-396","4776","35,57","37,78","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ca:95:7d:02:49:0f ","240","0","2893","-69","d8:a0:1d:65:7e:18 ","24.6.2020 13.32.43 +03:00","528","-816","-260","13960","36,49","37,35","1024","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"c5:0c:b3:a5:72:f5 ","85","0","2461","-58","d8:a0:1d:65:7e:18 ","24.6.2020 13.32.42 +03:00","1044","72","-192","14235","34,76","40,43","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"f8:c6:12:37:f4:3d ","84","0","3205","-55","d8:a0:1d:65:7e:18 ","24.6.2020 13.32.38 +03:00","684","-764","-216","17894","34,81","39,6","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ed:e3:d2:a0:99:aa ","128","2","2581","-53","d8:a0:1d:65:7e:18 ","24.6.2020 13.32.37 +03:00","-436","-928","-128","14658","34,21","38,59","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e5:e7:6c:3f:db:cc ","98","0","2437","-59","d8:a0:1d:65:7e:18 ","24.6.2020 13.32.35 +03:00","720","-716","-168","14756","32,45","39,35","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e4:f4:86:52:c5:84 ","137","13","2629","-64","d8:a0:1d:65:7e:18 ","24.6.2020 13.32.33 +03:00","984","252","-200","14920","35,38","38,11","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:cf:0b:be:0c:6d ","158","0","2515","-67","d8:a0:1d:65:7e:18 ","24.6.2020 13.32.32 +03:00","584","-824","-336","14473","34,3","39,52","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:45:ba:9d:c9:42 ","89","0","2431","-76","d8:a0:1d:65:7e:18 ","24.6.2020 13.32.31 +03:00","4","908","-400","4767","35,57","37,78","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ca:95:7d:02:49:0f ","240","0","2893","-66","d8:a0:1d:65:7e:18 ","24.6.2020 13.32.29 +03:00","528","-820","-264","13949","36,52","37,28","1024","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"f8:c6:12:37:f4:3d ","84","0","3211","-57","d8:a0:1d:65:7e:18 ","24.6.2020 13.32.25 +03:00","672","-756","-204","17886","34,82","39,55","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ed:e3:d2:a0:99:aa ","126","0","2581","-58","d8:a0:1d:65:7e:18 ","24.6.2020 13.32.24 +03:00","-432","-928","-132","14650","34,22","38,6","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e5:e7:6c:3f:db:cc ","98","0","2425","-66","d8:a0:1d:65:7e:18 ","24.6.2020 13.32.22 +03:00","720","-704","-164","14747","32,47","39,37","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:cf:0b:be:0c:6d ","158","0","2509","-71","d8:a0:1d:65:7e:18 ","24.6.2020 13.32.21 +03:00","580","-820","-332","14465","34,32","39,52","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:45:ba:9d:c9:42 ","89","0","2437","-81","d8:a0:1d:65:7e:18 ","24.6.2020 13.32.19 +03:00","4","904","-400","4758","35,57","37,78","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"c5:0c:b3:a5:72:f5 ","85","0","2455","-59","d8:a0:1d:65:7e:18 ","24.6.2020 13.32.18 +03:00","1048","72","-192","14217","34,75","40,38","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e5:e7:6c:3f:db:cc ","98","0","2437","-61","d8:a0:1d:65:7e:18 ","24.6.2020 13.32.14 +03:00","712","-708","-172","14740","32,48","39,36","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e4:f4:86:52:c5:84 ","124","0","2623","-81","d8:a0:1d:65:7e:18 ","24.6.2020 13.32.13 +03:00","976","252","-200","14904","35,41","38,12","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:cf:0b:be:0c:6d ","158","0","2521","-65","d8:a0:1d:65:7e:18 ","24.6.2020 13.32.11 +03:00","592","-820","-336","14456","34,33","39,51","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ca:95:7d:02:49:0f ","240","0","2893","-69","d8:a0:1d:65:7e:18 ","24.6.2020 13.32.10 +03:00","532","-816","-268","13933","36,57","37,23","1024","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"c5:0c:b3:a5:72:f5 ","85","0","2455","-58","d8:a0:1d:65:7e:18 ","24.6.2020 13.32.08 +03:00","1048","72","-188","14209","34,75","40,37","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ed:e3:d2:a0:99:aa ","126","0","2575","-56","d8:a0:1d:65:7e:18 ","24.6.2020 13.32.05 +03:00","-428","-924","-140","14635","34,23","38,6","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e5:e7:6c:3f:db:cc ","98","0","2425","-64","d8:a0:1d:65:7e:18 ","24.6.2020 13.32.03 +03:00","720","-716","-164","14733","32,48","39,38","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e4:f4:86:52:c5:84 ","124","4","2623","-76","d8:a0:1d:65:7e:18 ","24.6.2020 13.32.02 +03:00","972","260","-216","14896","35,42","38,13","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ca:95:7d:02:49:0f ","240","3","2899","-68","d8:a0:1d:65:7e:18 ","24.6.2020 13.32.00 +03:00","532","-820","-268","13926","36,59","37,27","1024","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"c5:0c:b3:a5:72:f5 ","85","0","2455","-58","d8:a0:1d:65:7e:18 ","24.6.2020 13.31.59 +03:00","1052","80","-188","14201","34,75","40,37","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"f8:c6:12:37:f4:3d ","84","0","3205","-57","d8:a0:1d:65:7e:18 ","24.6.2020 13.31.55 +03:00","676","-772","-212","17862","34,88","39,52","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ed:e3:d2:a0:99:aa ","126","0","2569","-55","d8:a0:1d:65:7e:18 ","24.6.2020 13.31.53 +03:00","-432","-924","-136","14626","34,25","38,6","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e5:e7:6c:3f:db:cc ","98","0","2437","-66","d8:a0:1d:65:7e:18 ","24.6.2020 13.31.51 +03:00","716","-712","-156","14724","32,5","39,39","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:45:ba:9d:c9:42 ","89","0","2431","-86","d8:a0:1d:65:7e:18 ","24.6.2020 13.31.50 +03:00","4","908","-400","4735","35,59","37,71","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"c5:0c:b3:a5:72:f5 ","85","3","2461","-59","d8:a0:1d:65:7e:18 ","24.6.2020 13.31.48 +03:00","1044","72","-188","14194","34,75","40,42","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"f8:c6:12:37:f4:3d ","84","0","3205","-57","d8:a0:1d:65:7e:18 ","24.6.2020 13.31.45 +03:00","684","-768","-208","17853","34,89","39,58","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ed:e3:d2:a0:99:aa ","126","0","2569","-58","d8:a0:1d:65:7e:18 ","24.6.2020 13.31.43 +03:00","-424","-924","-132","14617","34,26","38,6","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e5:e7:6c:3f:db:cc ","98","0","2437","-68","d8:a0:1d:65:7e:18 ","24.6.2020 13.31.42 +03:00","728","-700","-164","14716","32,51","39,4","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:cf:0b:be:0c:6d ","158","0","2521","-78","d8:a0:1d:65:7e:18 ","24.6.2020 13.31.40 +03:00","576","-820","-324","14432","34,37","39,67","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:45:ba:9d:c9:42 ","89","0","2431","-77","d8:a0:1d:65:7e:18 ","24.6.2020 13.31.39 +03:00","4","900","-400","4726","35,6","37,68","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"c5:0c:b3:a5:72:f5 ","82","28","2449","-61","d8:a0:1d:65:7e:18 ","24.6.2020 13.31.37 +03:00","1032","72","-312","14185","34,75","40,44","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e5:e7:6c:3f:db:cc ","98","0","2437","-66","d8:a0:1d:65:7e:18 ","24.6.2020 13.31.33 +03:00","724","-708","-164","14709","32,52","39,41","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e4:f4:86:52:c5:84 ","120","10","2629","-76","d8:a0:1d:65:7e:18 ","24.6.2020 13.31.32 +03:00","928","256","-296","14874","35,44","38,4","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:cf:0b:be:0c:6d ","158","2","2521","-75","d8:a0:1d:65:7e:18 ","24.6.2020 13.31.31 +03:00","592","-828","-320","14426","34,37","39,72","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ca:95:7d:02:49:0f ","237","20","2893","-65","d8:a0:1d:65:7e:18 ","24.6.2020 13.31.29 +03:00","620","-1004","-60","13903","36,62","37,37","1024","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ed:e3:d2:a0:99:aa ","126","0","2575","-56","d8:a0:1d:65:7e:18 ","24.6.2020 13.31.25 +03:00","-424","-928","-132","14602","34,27","38,63","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e5:e7:6c:3f:db:cc ","98","0","2437","-67","d8:a0:1d:65:7e:18 ","24.6.2020 13.31.23 +03:00","724","-716","-168","14700","32,53","39,42","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e4:f4:86:52:c5:84 ","110","0","2629","-75","d8:a0:1d:65:7e:18 ","24.6.2020 13.31.22 +03:00","972","268","-196","14865","35,44","38,48","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:cf:0b:be:0c:6d ","156","6","2509","-65","d8:a0:1d:65:7e:18 ","24.6.2020 13.31.20 +03:00","580","-816","-332","14417","34,36","39,82","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:45:ba:9d:c9:42 ","89","0","2437","-73","d8:a0:1d:65:7e:18 ","24.6.2020 13.31.19 +03:00","0","892","-404","4711","35,63","37,6","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"c5:0c:b3:a5:72:f5 ","54","8","2461","-58","d8:a0:1d:65:7e:18 ","24.6.2020 13.31.17 +03:00","932","36","-416","14169","34,75","40,5","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"f8:c6:12:37:f4:3d ","84","0","3205","-55","d8:a0:1d:65:7e:18 ","24.6.2020 13.31.14 +03:00","676","-764","-216","17834","34,9","39,72","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
