"ruuviMac","ruuviMovement","ruuviMovementDiff","ruuviBatt","ruuviRSSI","DevEUI","time_received","accelerationX","accelerationY","accelerationZ","measurementSequenceNumber","temperature","humidity","pressure","host","location"
"de:45:ba:9d:c9:42 ","155","0","2425","-67","d8:a0:1d:65:7e:18 ","24.6.2020 13.38.41 +03:00","-12","908","-400","5056","35,38","37,53","1026","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"c5:0c:b3:a5:72:f5 ","154","0","2455","-59","d8:a0:1d:65:7e:18 ","24.6.2020 13.38.39 +03:00","1060","72","-192","14515","34,54","40,07","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"f8:c6:12:37:f4:3d ","76","36","3211","-58","d8:a0:1d:65:7e:18 ","24.6.2020 13.38.36 +03:00","692","-764","-296","18173","34,54","39,55","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e5:e7:6c:3f:db:cc ","182","12","2431","-57","d8:a0:1d:65:7e:18 ","24.6.2020 13.38.34 +03:00","840","-852","-116","15034","32,07","39,31","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e4:f4:86:52:c5:84 ","197","0","2623","-74","d8:a0:1d:65:7e:18 ","24.6.2020 13.38.33 +03:00","976","272","-216","15199","35,22","37,84","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:cf:0b:be:0c:6d ","238","0","2509","-66","d8:a0:1d:65:7e:18 ","24.6.2020 13.38.31 +03:00","568","-792","-392","14752","34,08","39,33","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:45:ba:9d:c9:42 ","155","0","2431","-77","d8:a0:1d:65:7e:18 ","24.6.2020 13.38.29 +03:00","-12","888","-400","5045","35,38","37,56","1026","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ca:95:7d:02:49:0f ","68","7","2893","-67","d8:a0:1d:65:7e:18 ","24.6.2020 13.38.27 +03:00","532","-832","-268","14229","35,54","37,23","1024","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"c5:0c:b3:a5:72:f5 ","154","0","2461","-61","d8:a0:1d:65:7e:18 ","24.6.2020 13.38.26 +03:00","1044","84","-184","14504","34,56","40,07","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e5:e7:6c:3f:db:cc ","170","20","2425","-63","d8:a0:1d:65:7e:18 ","24.6.2020 13.38.22 +03:00","648","-624","328","15029","32,08","39,33","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e4:f4:86:52:c5:84 ","197","0","2623","-80","d8:a0:1d:65:7e:18 ","24.6.2020 13.38.20 +03:00","972","264","-216","15194","35,22","37,88","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:45:ba:9d:c9:42 ","155","0","2425","-79","d8:a0:1d:65:7e:18 ","24.6.2020 13.38.19 +03:00","-8","904","-392","5040","35,38","37,56","1026","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"f8:c6:12:37:f4:3d ","40","11","3205","-72","d8:a0:1d:65:7e:18 ","24.6.2020 13.38.15 +03:00","560","-760","-444","18160","34,56","39,54","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e5:e7:6c:3f:db:cc ","150","8","2425","-70","d8:a0:1d:65:7e:18 ","24.6.2020 13.38.14 +03:00","668","-652","248","15021","32,09","39,36","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e4:f4:86:52:c5:84 ","197","7","2629","-85","d8:a0:1d:65:7e:18 ","24.6.2020 13.38.12 +03:00","972","264","-208","15185","35,23","37,92","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:cf:0b:be:0c:6d ","238","0","2509","-65","d8:a0:1d:65:7e:18 ","24.6.2020 13.38.11 +03:00","580","-796","-400","14739","34,09","39,37","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ca:95:7d:02:49:0f ","61","50","2893","-78","d8:a0:1d:65:7e:18 ","24.6.2020 13.38.09 +03:00","528","-804","292","14216","35,58","37,32","1024","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"c5:0c:b3:a5:72:f5 ","154","25","2455","-62","d8:a0:1d:65:7e:18 ","24.6.2020 13.38.08 +03:00","1044","68","-188","14491","34,57","40,11","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"f8:c6:12:37:f4:3d ","29","29","3211","-59","d8:a0:1d:65:7e:18 ","24.6.2020 13.38.04 +03:00","664","-732","-232","18152","34,57","39,59","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ed:e3:d2:a0:99:aa ","166","7","2569","-64","d8:a0:1d:65:7e:18 ","24.6.2020 13.38.03 +03:00","-440","-904","-220","14916","33,42","38,67","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e5:e7:6c:3f:db:cc ","142","11","2425","-66","d8:a0:1d:65:7e:18 ","24.6.2020 13.38.01 +03:00","724","-716","-160","15013","32,1","39,39","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e4:f4:86:52:c5:84 ","190","9","2629","-72","d8:a0:1d:65:7e:18 ","24.6.2020 13.38.00 +03:00","880","236","-392","15177","35,24","37,92","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:cf:0b:be:0c:6d ","238","0","2521","-70","d8:a0:1d:65:7e:18 ","24.6.2020 13.37.58 +03:00","572","-796","-400","14731","34,1","39,39","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e4:f4:86:52:c5:84 ","181","29","2611","-67","d8:a0:1d:65:7e:18 ","24.6.2020 13.37.55 +03:00","928","248","-428","15172","35,25","37,92","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:45:ba:9d:c9:42 ","155","0","2425","-68","d8:a0:1d:65:7e:18 ","24.6.2020 13.37.53 +03:00","-12","908","-400","5019","35,39","37,51","1026","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"c5:0c:b3:a5:72:f5 ","129","14","2461","-57","d8:a0:1d:65:7e:18 ","24.6.2020 13.37.52 +03:00","1032","124","-300","14478","34,59","40,15","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"f8:c6:12:37:f4:3d ","0","17","3199","-57","d8:a0:1d:65:7e:18 ","24.6.2020 13.37.48 +03:00","552","-652","-472","18139","34,59","39,58","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ed:e3:d2:a0:99:aa ","159","0","2569","-62","d8:a0:1d:65:7e:18 ","24.6.2020 13.37.47 +03:00","-428","-928","-132","14903","33,45","38,64","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e5:e7:6c:3f:db:cc ","131","33","2425","-62","d8:a0:1d:65:7e:18 ","24.6.2020 13.37.45 +03:00","736","-688","168","15001","32,12","39,4","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:cf:0b:be:0c:6d ","238","0","2515","-67","d8:a0:1d:65:7e:18 ","24.6.2020 13.37.43 +03:00","572","-800","-388","14718","34,12","39,38","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:45:ba:9d:c9:42 ","155","0","2425","-72","d8:a0:1d:65:7e:18 ","24.6.2020 13.37.42 +03:00","-16","904","-400","5011","35,4","37,49","1026","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"f8:c6:12:37:f4:3d ","238","0","3199","-56","d8:a0:1d:65:7e:18 ","24.6.2020 13.37.38 +03:00","680","-772","-216","18130","34,6","39,59","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ed:e3:d2:a0:99:aa ","159","0","2569","-79","d8:a0:1d:65:7e:18 ","24.6.2020 13.37.36 +03:00","-424","-920","-128","14893","33,48","38,67","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e4:f4:86:52:c5:84 ","152","29","2623","-73","d8:a0:1d:65:7e:18 ","24.6.2020 13.37.35 +03:00","972","268","-208","15155","35,26","37,93","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:cf:0b:be:0c:6d ","238","0","2515","-65","d8:a0:1d:65:7e:18 ","24.6.2020 13.37.33 +03:00","572","-796","-396","14709","34,13","39,37","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:45:ba:9d:c9:42 ","155","0","2419","-72","d8:a0:1d:65:7e:18 ","24.6.2020 13.37.32 +03:00","-8","900","-408","5003","35,41","37,49","1026","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ca:95:7d:02:49:0f ","11","6","2893","-69","d8:a0:1d:65:7e:18 ","24.6.2020 13.37.30 +03:00","556","-860","16","14185","35,68","37,4","1024","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"f8:c6:12:37:f4:3d ","238","2","3205","-54","d8:a0:1d:65:7e:18 ","24.6.2020 13.37.27 +03:00","676","-760","-204","18118","34,61","39,62","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e5:e7:6c:3f:db:cc ","98","0","2431","-69","d8:a0:1d:65:7e:18 ","24.6.2020 13.37.25 +03:00","708","-712","-168","14981","32,15","39,42","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:cf:0b:be:0c:6d ","238","0","2509","-78","d8:a0:1d:65:7e:18 ","24.6.2020 13.37.24 +03:00","572","-800","-396","14698","34,15","39,36","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:45:ba:9d:c9:42 ","155","0","2425","-69","d8:a0:1d:65:7e:18 ","24.6.2020 13.37.22 +03:00","-20","912","-400","4992","35,42","37,51","1026","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ca:95:7d:02:49:0f ","5","3","2893","-58","d8:a0:1d:65:7e:18 ","24.6.2020 13.37.21 +03:00","536","-828","-256","14174","35,72","37,42","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"c5:0c:b3:a5:72:f5 ","115","0","2455","-62","d8:a0:1d:65:7e:18 ","24.6.2020 13.37.18 +03:00","1052","76","-180","14450","34,6","40,18","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"f8:c6:12:37:f4:3d ","236","8","3205","-55","d8:a0:1d:65:7e:18 ","24.6.2020 13.37.13 +03:00","300","-2016","-44","18112","34,62","39,66","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e5:e7:6c:3f:db:cc ","98","0","2425","-70","d8:a0:1d:65:7e:18 ","24.6.2020 13.37.12 +03:00","712","-708","-160","14974","32,16","39,43","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:cf:0b:be:0c:6d ","238","0","2509","-70","d8:a0:1d:65:7e:18 ","24.6.2020 13.37.10 +03:00","568","-804","-392","14691","34,17","39,37","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"c5:0c:b3:a5:72:f5 ","115","0","2461","-63","d8:a0:1d:65:7e:18 ","24.6.2020 13.37.08 +03:00","1052","76","-184","14444","34,61","40,23","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"f8:c6:12:37:f4:3d ","228","0","3205","-57","d8:a0:1d:65:7e:18 ","24.6.2020 13.37.05 +03:00","672","-760","-208","18104","34,63","39,59","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ed:e3:d2:a0:99:aa ","159","0","2569","-68","d8:a0:1d:65:7e:18 ","24.6.2020 13.37.03 +03:00","-428","-932","-136","14867","33,57","38,59","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e5:e7:6c:3f:db:cc ","98","0","2431","-69","d8:a0:1d:65:7e:18 ","24.6.2020 13.37.02 +03:00","724","-704","-156","14965","32,17","39,37","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e4:f4:86:52:c5:84 ","123","11","2629","-64","d8:a0:1d:65:7e:18 ","24.6.2020 13.37.00 +03:00","976","260","-200","15130","35,3","37,92","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:45:ba:9d:c9:42 ","155","0","2431","-72","d8:a0:1d:65:7e:18 ","24.6.2020 13.36.59 +03:00","-8","896","-400","4976","35,43","37,49","1026","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ca:95:7d:02:49:0f ","2","0","2887","-61","d8:a0:1d:65:7e:18 ","24.6.2020 13.36.57 +03:00","536","-816","-260","14159","35,8","37,26","1024","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"f8:c6:12:37:f4:3d ","228","0","3205","-57","d8:a0:1d:65:7e:18 ","24.6.2020 13.36.53 +03:00","676","-764","-200","18097","34,65","39,53","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:cf:0b:be:0c:6d ","238","0","2515","-80","d8:a0:1d:65:7e:18 ","24.6.2020 13.36.52 +03:00","572","-800","-392","14676","34,2","39,35","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:45:ba:9d:c9:42 ","155","0","2431","-78","d8:a0:1d:65:7e:18 ","24.6.2020 13.36.50 +03:00","-16","896","-396","4970","35,43","37,52","1026","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ca:95:7d:02:49:0f ","2","17","2893","-69","d8:a0:1d:65:7e:18 ","24.6.2020 13.36.49 +03:00","540","-824","-264","14152","35,86","37,19","1024","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"f8:c6:12:37:f4:3d ","228","1","3205","-59","d8:a0:1d:65:7e:18 ","24.6.2020 13.36.45 +03:00","676","-772","-212","18088","34,67","39,49","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ed:e3:d2:a0:99:aa ","159","1","2575","-69","d8:a0:1d:65:7e:18 ","24.6.2020 13.36.43 +03:00","-436","-908","-148","14852","33,63","38,55","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e5:e7:6c:3f:db:cc ","98","0","2425","-62","d8:a0:1d:65:7e:18 ","24.6.2020 13.36.42 +03:00","716","-716","-160","14950","32,2","39,35","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e4:f4:86:52:c5:84 ","112","8","2623","-67","d8:a0:1d:65:7e:18 ","24.6.2020 13.36.41 +03:00","968","284","-208","15115","35,33","37,89","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:45:ba:9d:c9:42 ","155","0","2425","-87","d8:a0:1d:65:7e:18 ","24.6.2020 13.36.39 +03:00","-12","900","-400","4962","35,44","37,54","1026","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"c5:0c:b3:a5:72:f5 ","115","0","2461","-58","d8:a0:1d:65:7e:18 ","24.6.2020 13.36.38 +03:00","1044","80","-188","14420","34,65","40,08","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"f8:c6:12:37:f4:3d ","227","24","3205","-58","d8:a0:1d:65:7e:18 ","24.6.2020 13.36.34 +03:00","628","-668","-216","18081","34,69","39,52","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ed:e3:d2:a0:99:aa ","158","0","2575","-74","d8:a0:1d:65:7e:18 ","24.6.2020 13.36.33 +03:00","-424","-904","-256","14845","33,67","38,53","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e4:f4:86:52:c5:84 ","104","3","2623","-77","d8:a0:1d:65:7e:18 ","24.6.2020 13.36.31 +03:00","924","296","-172","15107","35,35","37,9","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:cf:0b:be:0c:6d ","238","0","2521","-71","d8:a0:1d:65:7e:18 ","24.6.2020 13.36.30 +03:00","572","-800","-396","14660","34,24","39,33","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"c5:0c:b3:a5:72:f5 ","115","0","2455","-60","d8:a0:1d:65:7e:18 ","24.6.2020 13.36.28 +03:00","1056","80","-188","14413","34,66","40,03","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ed:e3:d2:a0:99:aa ","158","1","2569","-66","d8:a0:1d:65:7e:18 ","24.6.2020 13.36.25 +03:00","-420","-908","-260","14838","33,71","38,49","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e5:e7:6c:3f:db:cc ","98","0","2431","-66","d8:a0:1d:65:7e:18 ","24.6.2020 13.36.23 +03:00","724","-708","-164","14935","32,23","39,34","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e4:f4:86:52:c5:84 ","101","45","2623","-67","d8:a0:1d:65:7e:18 ","24.6.2020 13.36.22 +03:00","972","268","-212","15100","35,36","37,9","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:cf:0b:be:0c:6d ","238","0","2515","-69","d8:a0:1d:65:7e:18 ","24.6.2020 13.36.20 +03:00","560","-788","-404","14652","34,26","39,35","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:45:ba:9d:c9:42 ","155","0","2419","-72","d8:a0:1d:65:7e:18 ","24.6.2020 13.36.19 +03:00","-16","908","-404","4947","35,45","37,58","1026","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"f8:c6:12:37:f4:3d ","203","18","3217","-50","d8:a0:1d:65:7e:18 ","24.6.2020 13.36.15 +03:00","612","-676","-496","18064","34,75","39,45","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ed:e3:d2:a0:99:aa ","157","2","2575","-57","d8:a0:1d:65:7e:18 ","24.6.2020 13.36.13 +03:00","-424","-908","-276","14828","33,76","38,48","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:cf:0b:be:0c:6d ","238","5","2515","-71","d8:a0:1d:65:7e:18 ","24.6.2020 13.36.12 +03:00","568","-792","-384","14644","34,28","39,4","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:45:ba:9d:c9:42 ","155","0","2425","-66","d8:a0:1d:65:7e:18 ","24.6.2020 13.36.10 +03:00","-12","908","-400","4938","35,46","37,64","1026","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ca:95:7d:02:49:0f ","240","0","2893","-63","d8:a0:1d:65:7e:18 ","24.6.2020 13.36.09 +03:00","520","-812","-260","14121","36,1","36,97","1024","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"c5:0c:b3:a5:72:f5 ","115","0","2455","-57","d8:a0:1d:65:7e:18 ","24.6.2020 13.36.07 +03:00","1052","80","-180","14396","34,7","40,04","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"f8:c6:12:37:f4:3d ","185","0","3217","-62","d8:a0:1d:65:7e:18 ","24.6.2020 13.36.04 +03:00","664","-772","-212","18057","34,78","39,48","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:cf:0b:be:0c:6d ","233","10","2521","-68","d8:a0:1d:65:7e:18 ","24.6.2020 13.36.02 +03:00","512","-724","-564","14636","34,3","39,4","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:45:ba:9d:c9:42 ","155","0","2431","-70","d8:a0:1d:65:7e:18 ","24.6.2020 13.36.00 +03:00","-8","900","-400","4931","35,46","37,65","1026","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ca:95:7d:02:49:0f ","240","0","2899","-74","d8:a0:1d:65:7e:18 ","24.6.2020 13.35.58 +03:00","540","-820","-272","14113","36,15","37,08","1024","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"f8:c6:12:37:f4:3d ","185","11","3217","-52","d8:a0:1d:65:7e:18 ","24.6.2020 13.35.54 +03:00","676","-764","-204","18046","34,81","39,46","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ed:e3:d2:a0:99:aa ","155","3","2569","-65","d8:a0:1d:65:7e:18 ","24.6.2020 13.35.53 +03:00","-432","-936","-108","14810","33,84","38,49","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e5:e7:6c:3f:db:cc ","98","0","2425","-64","d8:a0:1d:65:7e:18 ","24.6.2020 13.35.51 +03:00","724","-708","-164","14908","32,28","39,43","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e4:f4:86:52:c5:84 ","56","10","2629","-71","d8:a0:1d:65:7e:18 ","24.6.2020 13.35.50 +03:00","924","252","-520","15071","35,42","37,96","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:cf:0b:be:0c:6d ","223","24","2515","-76","d8:a0:1d:65:7e:18 ","24.6.2020 13.35.48 +03:00","504","-692","-616","14625","34,33","39,37","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:45:ba:9d:c9:42 ","155","14","2425","-76","d8:a0:1d:65:7e:18 ","24.6.2020 13.35.47 +03:00","-12","904","-400","4920","35,47","37,63","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ca:95:7d:02:49:0f ","240","0","2893","-64","d8:a0:1d:65:7e:18 ","24.6.2020 13.35.45 +03:00","532","-816","-268","14102","36,19","37,19","1024","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"c5:0c:b3:a5:72:f5 ","115","28","2461","-55","d8:a0:1d:65:7e:18 ","24.6.2020 13.35.44 +03:00","1056","72","-184","14377","34,73","40,1","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"f8:c6:12:37:f4:3d ","174","23","3205","-57","d8:a0:1d:65:7e:18 ","24.6.2020 13.35.40 +03:00","808","-924","-328","18024","34,83","39,61","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ed:e3:d2:a0:99:aa ","152","0","2569","-56","d8:a0:1d:65:7e:18 ","24.6.2020 13.35.34 +03:00","-428","-928","-124","14788","33,93","38,52","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e5:e7:6c:3f:db:cc ","98","0","2425","-80","d8:a0:1d:65:7e:18 ","24.6.2020 13.35.31 +03:00","724","-708","-168","14886","32,3","39,44","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e4:f4:86:52:c5:84 ","46","3","2629","-66","d8:a0:1d:65:7e:18 ","24.6.2020 13.35.26 +03:00","976","264","-208","15050","35,45","38,14","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:45:ba:9d:c9:42 ","141","19","2431","-65","d8:a0:1d:65:7e:18 ","24.6.2020 13.35.22 +03:00","-8","1004","-128","4897","35,49","37,76","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ca:95:7d:02:49:0f ","240","0","2905","-63","d8:a0:1d:65:7e:18 ","24.6.2020 13.35.18 +03:00","528","-824","-264","14080","36,25","37,38","1024","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"f8:c6:12:37:f4:3d ","151","21","3205","-64","d8:a0:1d:65:7e:18 ","24.6.2020 13.35.11 +03:00","696","-812","-316","18015","34,84","39,63","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e5:e7:6c:3f:db:cc ","98","0","2431","-67","d8:a0:1d:65:7e:18 ","24.6.2020 13.35.10 +03:00","720","-708","-168","14878","32,31","39,44","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e4:f4:86:52:c5:84 ","43","14","2623","-67","d8:a0:1d:65:7e:18 ","24.6.2020 13.35.08 +03:00","972","272","-216","15040","35,45","38,19","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:cf:0b:be:0c:6d ","199","6","2521","-68","d8:a0:1d:65:7e:18 ","24.6.2020 13.35.07 +03:00","588","-816","-328","14594","34,38","39,49","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:45:ba:9d:c9:42 ","122","18","2437","-63","d8:a0:1d:65:7e:18 ","24.6.2020 13.35.05 +03:00","8","956","204","4888","35,5","37,79","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ca:95:7d:02:49:0f ","240","0","2893","-65","d8:a0:1d:65:7e:18 ","24.6.2020 13.35.04 +03:00","524","-820","-276","14071","36,26","37,4","1024","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"f8:c6:12:37:f4:3d ","130","6","3205","-58","d8:a0:1d:65:7e:18 ","24.6.2020 13.35.00 +03:00","552","-632","-384","18007","34,84","39,61","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ed:e3:d2:a0:99:aa ","152","0","2575","-63","d8:a0:1d:65:7e:18 ","24.6.2020 13.34.58 +03:00","-436","-932","-128","14771","33,97","38,57","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e5:e7:6c:3f:db:cc ","98","0","2431","-65","d8:a0:1d:65:7e:18 ","24.6.2020 13.34.57 +03:00","716","-708","-168","14869","32,32","39,46","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"de:45:ba:9d:c9:42 ","104","10","2431","-64","d8:a0:1d:65:7e:18 ","24.6.2020 13.34.56 +03:00","-20","876","332","4879","35,5","37,81","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ca:95:7d:02:49:0f ","240","0","2899","-63","d8:a0:1d:65:7e:18 ","24.6.2020 13.34.54 +03:00","540","-820","-272","14063","36,27","37,42","1024","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"c5:0c:b3:a5:72:f5 ","87","2","2461","-58","d8:a0:1d:65:7e:18 ","24.6.2020 13.34.53 +03:00","988","72","-432","14337","34,76","40,28","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"ed:e3:d2:a0:99:aa ","152","0","2551","-57","d8:a0:1d:65:7e:18 ","24.6.2020 13.34.49 +03:00","-432","-924","-132","14764","33,99","38,58","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
"e5:e7:6c:3f:db:cc ","98","0","2431","-64","d8:a0:1d:65:7e:18 ","24.6.2020 13.34.48 +03:00","716","-704","-164","14862","32,33","39,47","1025","ESP32RuuviGW-d8a01d657e18 ","hietsun ulkoliikuntasali"
