1109;2020-07-07 10:52:51.315846+00;1;Aktiiviset
1110;2020-07-07 10:53:03.37708+00;9;Alueella
1111;2020-07-07 10:53:03.772208+00;10;Alueella
1112;2020-07-07 10:53:04.544305+00;11;Alueella
1113;2020-07-07 10:53:05.189867+00;12;Alueella
1114;2020-07-07 10:53:28.407756+00;2;Aktiiviset
1115;2020-07-07 10:53:43.55699+00;3;Aktiiviset
1116;2020-07-07 10:53:47.613709+00;2;Aktiiviset
1117;2020-07-07 10:53:48.710508+00;13;Alueella
1118;2020-07-07 10:53:49.256939+00;14;Alueella
1119;2020-07-07 10:53:49.844434+00;15;Alueella
1120;2020-07-07 10:53:59.308843+00;14;Alueella
1121;2020-07-07 10:53:59.735792+00;1;Aktiiviset
1122;2020-07-07 10:54:28.133969+00;15;Alueella
1123;2020-07-07 10:54:28.672409+00;16;Alueella
1124;2020-07-07 10:54:59.181389+00;2;Aktiiviset
1125;2020-07-07 10:55:24.817893+00;1;Aktiiviset
1126;2020-07-07 10:55:25.299841+00;0;Aktiiviset
1127;2020-07-07 10:55:38.565778+00;1;Aktiiviset
1128;2020-07-07 10:55:47.886507+00;2;Aktiiviset
1129;2020-07-07 10:55:57.425757+00;17;Alueella
1130;2020-07-07 10:56:08.844734+00;1;Aktiiviset
1131;2020-07-07 10:56:10.657397+00;2;Aktiiviset
1132;2020-07-07 10:56:51.288088+00;1;Aktiiviset
1133;2020-07-07 10:57:09.462676+00;16;Alueella
1134;2020-07-07 10:57:09.85382+00;15;Alueella
1135;2020-07-07 10:57:18.610853+00;0;Aktiiviset
1136;2020-07-07 10:57:50.153298+00;14;Alueella
1137;2020-07-07 10:57:50.478695+00;13;Alueella
1138;2020-07-07 10:57:51.058171+00;12;Alueella
1139;2020-07-07 10:57:51.615188+00;11;Alueella
1140;2020-07-07 10:58:07.278987+00;1;Aktiiviset
1141;2020-07-07 10:58:07.51451+00;2;Aktiiviset
1142;2020-07-07 10:58:36.985119+00;10;Alueella
1143;2020-07-07 10:58:37.418334+00;9;Alueella
1144;2020-07-07 10:58:39.471826+00;1;Aktiiviset
1145;2020-07-07 10:58:43.732785+00;2;Aktiiviset
1146;2020-07-07 10:58:44.996258+00;10;Alueella
1147;2020-07-07 10:58:45.566737+00;11;Alueella
1148;2020-07-07 10:58:58.714296+00;12;Alueella
1149;2020-07-07 10:59:04.982751+00;3;Aktiiviset
1150;2020-07-07 10:59:36.584289+00;11;Alueella
1151;2020-07-07 10:59:36.821867+00;10;Alueella
1152;2020-07-07 10:59:37.584122+00;9;Alueella
1153;2020-07-07 11:00:11.912645+00;8;Alueella
1154;2020-07-07 11:00:22.588153+00;7;Alueella
1155;2020-07-07 11:00:23.140174+00;8;Alueella
1156;2020-07-07 11:00:24.167668+00;9;Alueella
1157;2020-07-07 11:00:45.808055+00;8;Alueella
1158;2020-07-07 11:00:47.86221+00;9;Alueella
1159;2020-07-07 11:00:56.448733+00;3;Aktiiviset
1160;2020-07-07 11:00:57.715385+00;2;Aktiiviset
1161;2020-07-07 11:01:48.166974+00;1;Aktiiviset
1162;2020-07-07 11:01:49.073274+00;2;Aktiiviset
1163;2020-07-07 11:01:52.369072+00;3;Aktiiviset
1164;2020-07-07 11:01:53.718334+00;5;Alueella
1165;2020-07-07 11:01:53.741991+00;5;Alueella
1166;2020-07-07 11:01:53.899761+00;6;Alueella
1167;2020-07-07 11:01:54.064187+00;7;Alueella
1168;2020-07-07 11:01:54.251878+00;8;Alueella
1169;2020-07-07 11:01:54.408634+00;9;Alueella
1170;2020-07-07 11:01:55.248859+00;8;Alueella
1171;2020-07-07 11:02:04.634081+00;2;Aktiiviset
1172;2020-07-07 11:02:23.276676+00;1;Aktiiviset
1173;2020-07-07 11:03:22.313266+00;2;Aktiiviset
1174;2020-07-07 11:03:30.479575+00;1;Aktiiviset
1175;2020-07-07 11:03:38.168999+00;2;Aktiiviset
1176;2020-07-07 11:03:39.590056+00;1;Aktiiviset
1177;2020-07-07 11:04:17.928344+00;9;Alueella
1178;2020-07-07 11:04:21.19917+00;0;Aktiiviset
1179;2020-07-07 11:04:47.660607+00;1;Aktiiviset
1180;2020-07-07 11:04:52.335899+00;2;Aktiiviset
1181;2020-07-07 11:05:10.585137+00;1;Aktiiviset
1182;2020-07-07 11:05:25.871617+00;0;Aktiiviset
1183;2020-07-07 11:05:37.183177+00;1;Aktiiviset
1184;2020-07-07 11:06:01.837876+00;10;Alueella
1185;2020-07-07 11:06:11.744044+00;2;Aktiiviset
1186;2020-07-07 11:06:39.749384+00;1;Aktiiviset
1187;2020-07-07 11:06:39.802521+00;1;Aktiiviset
1188;2020-07-07 11:06:40.851505+00;0;Aktiiviset
1189;2020-07-07 11:06:59.081325+00;1;Aktiiviset
1190;2020-07-07 11:07:52.389306+00;0;Aktiiviset
1191;2020-07-07 11:07:58.640893+00;9;Alueella
1192;2020-07-07 11:07:58.76909+00;9;Alueella
1193;2020-07-07 11:08:00.545764+00;8;Alueella
1194;2020-07-07 11:08:05.083288+00;1;Aktiiviset
1195;2020-07-07 11:09:12.951103+00;7;Alueella
1196;2020-07-07 11:09:23.866616+00;0;Aktiiviset
1197;2020-07-07 11:09:34.54663+00;1;Aktiiviset
1202;2020-07-07 11:09:54.572539+00;2;Aktiiviset
1203;2020-07-07 11:10:16.294042+00;1;Aktiiviset
1204;2020-07-07 11:10:18.436369+00;0;Aktiiviset
1205;2020-07-07 11:10:20.974431+00;1;Aktiiviset
1206;2020-07-07 11:11:05.757113+00;0;Aktiiviset
1207;2020-07-07 11:11:27.664993+00;-1;Aktiiviset
1208;2020-07-07 11:11:31.180798+00;0;Aktiiviset
1209;2020-07-07 11:11:44.477285+00;1;Aktiiviset
1210;2020-07-07 11:12:15.692542+00;2;Aktiiviset
1211;2020-07-07 11:12:50.149836+00;1;Aktiiviset
1212;2020-07-07 11:13:06.076258+00;6;Alueella
1213;2020-07-07 11:13:06.725279+00;7;Alueella
1214;2020-07-07 11:14:04.309693+00;2;Aktiiviset
1215;2020-07-07 11:14:14.58898+00;8;Alueella
1216;2020-07-07 11:14:26.715151+00;9;Alueella
1217;2020-07-07 11:14:27.587632+00;10;Alueella
1218;2020-07-07 11:14:28.26689+00;11;Alueella
1219;2020-07-07 11:14:40.094534+00;1;Aktiiviset
1220;2020-07-07 11:14:40.489661+00;0;Aktiiviset
